0.818	250.6482097
0.822	263.9504964
0.825	270.0669183
0.829	243.1815912
0.832	227.2084192
0.835	258.6084391
0.839	273.2414414
0.842	237.5736773
0.845	246.351817
0.849	289.7282781
0.852	292.6509824
0.855	253.2569279
0.858	258.3084907
0.862	289.9743673
0.866	278.5253422
0.869	241.792719
0.873	272.1281664
0.876	299.8024689
0.879	271.0544263
0.883	251.354964
0.886	277.9646939
0.889	280.0892552
0.892	253.4697848
0.896	260.9166359
0.899	296.3088029
0.902	280.6012011
0.907	244.6667208
0.91	262.7598704
0.913	282.7160219
0.917	265.4118478
0.92	275.7868463
0.923	302.3965763
0.926	291.7459806
0.93	269.3850868
0.933	263.525354
0.936	264.5847698
0.94	266.1764719
0.943	262.1794546
0.946	263.2391569
0.951	262.7017139
0.954	254.1805498
0.957	266.6846935
0.96	273.5995448
0.964	256.2953706
0.967	261.0813633
0.97	268.2623578
0.974	238.4494562
0.977	225.1377156
0.98	241.1014336
0.984	244.2899945
0.987	225.1228184
0.99	229.1100952
0.994	248.0011012
0.998	263.1663897
1.001	239.7412099
1.004	239.2040534
1.008	260.224491
1.011	253.3001857
1.014	214.9709902
1.018	225.3457023
1.021	253.5520046
1.024	243.167552
1.027	217.0803678
1.031	239.4312346
1.035	252.9996643
1.038	236.7600627
1.042	220.7866043
1.045	248.993193
1.048	254.8434718
1.052	244.4590192
1.055	240.9945747
1.058	254.829434
1.062	256.9537089
1.065	247.1015426
1.068	242.0399527
